Id,QtdProduto,ValorTotalConsumo,ValorProduto,PrecoCompraProduto,Tipo,DataConsumacao,Hospedagem_Id,Movimentacao_Id,Produto_Id
8878,2,13.0,6.5,2.5,1,2032-02-11,789,18878,21
8879,2,11.0,5.5,2.0,1,2030-03-30,3028,18879,39
8880,2,14.0,7.0,2.5,1,2030-01-19,9495,18880,24
8881,2,12.0,6.0,2.0,1,2032-10-05,7642,18881,19
8882,3,13.5,4.5,1.5,1,2030-09-27,4755,18882,31
8883,3,16.5,5.5,2.0,1,2032-01-13,383,18883,4
8884,2,10.0,5.0,2.0,1,2031-01-16,2594,18884,7
8885,3,16.5,5.5,2.0,1,2031-10-05,8376,18885,12
8886,2,11.0,5.5,2.0,1,2030-05-20,4648,18886,25
8887,2,6.0,3.0,1.0,1,2032-08-26,635,18887,20
8888,3,18.0,6.0,2.0,1,2032-09-20,4960,18888,8
8889,2,6.0,3.0,1.0,1,2031-02-14,6688,18889,18
8890,1,6.0,6.0,2.0,1,2032-01-28,4972,18890,19
8891,2,13.0,6.5,2.5,1,2032-06-29,3948,18891,27
8892,2,9.0,4.5,1.5,1,2031-08-10,5670,18892,1
8893,2,4.0,2.0,0.5,1,2032-03-11,5913,18893,26
8894,3,6.0,2.0,0.5,1,2030-01-05,2725,18894,6
8895,1,2.5,2.5,1.0,1,2030-04-13,7549,18895,16
8896,2,13.0,6.5,2.5,1,2030-11-13,4389,18896,21
8897,3,12.0,4.0,1.5,1,2030-01-10,8608,18897,32
8898,3,15.0,5.0,2.0,1,2030-08-05,6443,18898,7
8899,1,7.5,7.5,3.0,1,2030-12-26,9130,18899,11
8900,3,16.5,5.5,2.0,1,2030-03-18,7112,18900,17
8901,2,8.0,4.0,1.5,1,2032-09-23,8120,18901,32
8902,3,9.0,3.0,1.0,1,2032-07-25,9176,18902,5
8903,1,3.0,3.0,1.0,1,2032-07-20,9702,18903,5
8904,1,7.5,7.5,3.0,1,2030-05-23,1451,18904,11
8905,1,6.5,6.5,2.5,1,2030-03-29,676,18905,34
8906,3,16.5,5.5,2.0,1,2030-07-01,5786,18906,17
8907,2,13.0,6.5,2.5,1,2031-12-09,7576,18907,34
8908,2,13.0,6.5,2.5,1,2030-12-25,4402,18908,33
8909,1,4.0,4.0,1.5,1,2032-10-01,7787,18909,32
8910,2,10.0,5.0,2.0,1,2032-11-12,8892,18910,22
8911,3,10.5,3.5,1.0,1,2031-01-21,4391,18911,29
8912,2,13.0,6.5,2.5,1,2031-04-12,3743,18912,35
8913,2,13.0,6.5,2.5,1,2032-09-09,2355,18913,33
8914,1,7.5,7.5,3.0,1,2030-09-22,5460,18914,11
8915,1,3.0,3.0,1.0,1,2031-01-04,296,18915,37
8916,3,19.5,6.5,2.5,1,2032-08-17,7396,18916,15
8917,3,12.0,4.0,1.5,1,2031-10-08,149,18917,13
8918,1,5.5,5.5,2.0,1,2031-01-08,603,18918,25
8919,3,7.5,2.5,1.0,1,2031-03-20,7037,18919,30
8920,1,6.5,6.5,2.5,1,2032-10-21,1946,18920,27
8921,1,5.5,5.5,2.0,1,2030-02-27,8104,18921,17
8922,3,18.0,6.0,2.0,1,2032-05-02,5822,18922,19
8923,3,18.0,6.0,2.0,1,2031-04-14,7843,18923,3
8924,1,3.0,3.0,1.0,1,2030-09-15,5075,18924,18
8925,3,6.0,2.0,0.5,1,2030-12-10,5156,18925,36
8926,3,6.0,2.0,0.5,1,2031-11-16,8347,18926,6
8927,3,15.0,5.0,2.0,1,2031-07-15,3445,18927,7
8928,1,2.5,2.5,1.0,1,2031-12-05,5145,18928,30
8929,2,12.0,6.0,2.0,1,2032-06-02,5245,18929,8
8930,3,16.5,5.5,2.0,1,2030-01-21,6999,18930,25
8931,2,6.0,3.0,1.0,1,2032-11-19,6807,18931,5
8932,3,12.0,4.0,1.5,1,2032-09-29,1220,18932,13
8933,3,19.5,6.5,2.5,1,2032-04-15,7231,18933,21
8934,1,7.5,7.5,3.0,1,2032-03-12,9274,18934,11
8935,1,3.0,3.0,1.0,1,2031-07-30,1797,18935,5
8936,3,6.0,2.0,0.5,1,2032-06-10,3811,18936,6
8937,1,2.0,2.0,0.5,1,2031-01-18,352,18937,6
8938,1,3.0,3.0,1.0,1,2031-11-28,3281,18938,37
8939,3,6.0,2.0,0.5,1,2030-07-12,5307,18939,26
8940,1,6.5,6.5,2.5,1,2030-09-08,4034,18940,15
8941,2,6.0,3.0,1.0,1,2031-12-19,7496,18941,20
8942,2,13.0,6.5,2.5,1,2031-04-15,5511,18942,27
8943,3,16.5,5.5,2.0,1,2030-08-23,2797,18943,25
8944,2,7.0,3.5,1.0,1,2030-08-01,3039,18944,29
8945,1,2.0,2.0,0.5,1,2032-03-25,4174,18945,23
8946,3,7.5,2.5,1.0,1,2032-05-18,3767,18946,10
8947,2,14.0,7.0,2.5,1,2031-02-07,4592,18947,24
8948,3,6.0,2.0,0.5,1,2031-01-30,3147,18948,40
8949,2,11.0,5.5,2.0,1,2032-08-08,735,18949,17
8950,2,12.0,6.0,2.0,1,2032-01-03,4135,18950,3
8951,1,6.5,6.5,2.5,1,2030-09-09,1570,18951,27
8952,1,5.0,5.0,2.0,1,2031-02-25,7998,18952,7
8953,1,2.0,2.0,0.5,1,2030-07-20,802,18953,2
8954,1,3.0,3.0,1.0,1,2031-09-17,3886,18954,37
8955,3,21.0,7.0,2.5,1,2032-05-10,2583,18955,24
8956,1,6.5,6.5,2.5,1,2031-09-26,4464,18956,21
8957,3,9.0,3.0,1.0,1,2032-09-08,2866,18957,20
8958,2,8.0,4.0,1.5,1,2032-03-20,4655,18958,32
8959,2,12.0,6.0,2.0,1,2032-10-06,5706,18959,3
8960,2,6.0,3.0,1.0,1,2032-06-03,7745,18960,37
8961,1,3.0,3.0,1.0,1,2030-02-04,1530,18961,14
8962,3,7.5,2.5,1.0,1,2031-06-15,4267,18962,16
8963,2,13.0,6.5,2.5,1,2031-08-10,4237,18963,15
8964,2,10.0,5.0,2.0,1,2032-11-16,4050,18964,7
8965,3,6.0,2.0,0.5,1,2030-05-01,4150,18965,26
8966,2,4.0,2.0,0.5,1,2030-08-08,6482,18966,38
8967,3,15.0,5.0,2.0,1,2030-08-11,2350,18967,7
8968,3,19.5,6.5,2.5,1,2031-07-28,9732,18968,15
8969,2,13.0,6.5,2.5,1,2030-01-09,5151,18969,34
8970,3,16.5,5.5,2.0,1,2031-11-12,6729,18970,4
8971,2,13.0,6.5,2.5,1,2031-08-29,225,18971,35
8972,2,14.0,7.0,2.5,1,2031-06-03,405,18972,24
8973,2,9.0,4.5,1.5,1,2031-11-08,6347,18973,1
8974,3,12.0,4.0,1.5,1,2031-12-29,5678,18974,13
8975,3,18.0,6.0,2.0,1,2030-11-02,7195,18975,19
8976,3,7.5,2.5,1.0,1,2031-02-13,6904,18976,16
8977,3,9.0,3.0,1.0,1,2032-08-30,7468,18977,37
8978,1,6.5,6.5,2.5,1,2032-06-28,4653,18978,28
8979,3,22.5,7.5,3.0,1,2031-06-14,4938,18979,11
8980,1,5.5,5.5,2.0,1,2032-04-16,7042,18980,39
8981,2,4.0,2.0,0.5,1,2032-07-15,8819,18981,38
8982,1,2.0,2.0,0.5,1,2032-02-23,8562,18982,40
8983,1,2.0,2.0,0.5,1,2032-08-16,9371,18983,38
8984,2,12.0,6.0,2.0,1,2031-09-07,311,18984,9
8985,1,2.5,2.5,1.0,1,2030-01-02,8383,18985,30
8986,1,5.5,5.5,2.0,1,2032-02-16,8867,18986,17
8987,3,9.0,3.0,1.0,1,2032-04-29,9933,18987,18
8988,2,11.0,5.5,2.0,1,2031-05-15,8431,18988,25
8989,2,13.0,6.5,2.5,1,2032-12-16,3576,18989,15
8990,2,5.0,2.5,1.0,1,2031-11-03,1383,18990,10
8991,3,15.0,5.0,2.0,1,2030-02-25,4734,18991,22
8992,2,6.0,3.0,1.0,1,2030-01-20,4261,18992,5
8993,1,3.0,3.0,1.0,1,2031-12-21,9501,18993,14
8994,1,5.0,5.0,2.0,1,2031-09-06,4016,18994,7
8995,3,22.5,7.5,3.0,1,2030-12-12,5256,18995,11
8996,2,12.0,6.0,2.0,1,2030-05-05,4944,18996,19
8997,3,9.0,3.0,1.0,1,2030-09-06,4825,18997,37
8998,1,6.5,6.5,2.5,1,2032-11-24,9904,18998,35
8999,2,4.0,2.0,0.5,1,2030-12-29,7619,18999,38
9000,2,4.0,2.0,0.5,1,2032-04-22,5888,19000,2
9001,3,15.0,5.0,2.0,1,2031-01-19,2119,19001,22
9002,3,7.5,2.5,1.0,1,2031-12-20,9478,19002,10
9003,3,18.0,6.0,2.0,1,2031-03-03,8926,19003,3
9004,2,13.0,6.5,2.5,1,2030-12-28,8273,19004,35
9005,2,6.0,3.0,1.0,1,2032-06-23,1861,19005,20
9006,1,6.5,6.5,2.5,1,2032-03-29,8725,19006,28
9007,2,7.0,3.5,1.0,1,2032-05-06,9114,19007,29
9008,2,11.0,5.5,2.0,1,2030-06-07,9912,19008,4
9009,1,2.0,2.0,0.5,1,2031-03-09,369,19009,40
9010,2,4.0,2.0,0.5,1,2031-04-17,8329,19010,6
9011,3,19.5,6.5,2.5,1,2031-08-08,2390,19011,15
9012,2,13.0,6.5,2.5,1,2031-03-13,7388,19012,27
9013,3,7.5,2.5,1.0,1,2030-06-17,1688,19013,30
9014,2,14.0,7.0,2.5,1,2032-02-21,665,19014,24
9015,2,13.0,6.5,2.5,1,2031-02-13,1316,19015,35
9016,1,6.0,6.0,2.0,1,2031-08-13,3439,19016,19
9017,3,6.0,2.0,0.5,1,2031-10-28,4495,19017,2
9018,3,18.0,6.0,2.0,1,2032-11-11,5117,19018,19
9019,3,10.5,3.5,1.0,1,2030-03-20,9601,19019,29
9020,3,6.0,2.0,0.5,1,2032-09-21,5556,19020,36
9021,2,12.0,6.0,2.0,1,2032-07-13,823,19021,8
9022,1,3.0,3.0,1.0,1,2031-05-11,7032,19022,5
9023,1,6.0,6.0,2.0,1,2031-04-08,867,19023,9
9024,2,8.0,4.0,1.5,1,2031-11-29,7570,19024,32
9025,3,6.0,2.0,0.5,1,2031-06-23,8820,19025,6
9026,1,6.5,6.5,2.5,1,2031-07-07,9793,19026,28
9027,3,18.0,6.0,2.0,1,2030-03-03,1710,19027,9
9028,3,13.5,4.5,1.5,1,2032-01-25,432,19028,1
9029,2,11.0,5.5,2.0,1,2030-06-26,4657,19029,17
9030,1,5.5,5.5,2.0,1,2031-09-24,134,19030,25
9031,2,4.0,2.0,0.5,1,2032-08-16,5699,19031,38
9032,3,19.5,6.5,2.5,1,2032-11-15,2870,19032,15
9033,1,6.0,6.0,2.0,1,2030-10-04,9824,19033,9
9034,1,2.5,2.5,1.0,1,2031-08-28,8890,19034,16
9035,3,13.5,4.5,1.5,1,2032-06-28,857,19035,31
9036,1,2.5,2.5,1.0,1,2032-03-06,1111,19036,30
9037,1,6.5,6.5,2.5,1,2032-09-05,1030,19037,28
9038,2,12.0,6.0,2.0,1,2030-08-28,2875,19038,8
9039,2,11.0,5.5,2.0,1,2032-07-18,628,19039,12
9040,3,18.0,6.0,2.0,1,2031-04-23,5072,19040,8
9041,3,9.0,3.0,1.0,1,2031-08-11,6825,19041,20
9042,2,6.0,3.0,1.0,1,2032-01-22,93,19042,20
9043,2,4.0,2.0,0.5,1,2031-08-30,5067,19043,36
9044,3,6.0,2.0,0.5,1,2031-04-02,1146,19044,40
9045,3,6.0,2.0,0.5,1,2030-06-25,47,19045,38
9046,3,19.5,6.5,2.5,1,2032-04-11,6184,19046,21
9047,3,12.0,4.0,1.5,1,2030-11-10,7514,19047,13
9048,3,19.5,6.5,2.5,1,2030-02-11,2269,19048,15
9049,2,13.0,6.5,2.5,1,2031-05-07,8363,19049,27
9050,1,6.5,6.5,2.5,1,2031-09-18,6230,19050,15
9051,1,5.0,5.0,2.0,1,2030-08-21,280,19051,22
9052,2,13.0,6.5,2.5,1,2031-12-19,192,19052,15
9053,3,16.5,5.5,2.0,1,2031-05-10,7032,19053,25
9054,3,19.5,6.5,2.5,1,2030-03-05,763,19054,34
9055,3,9.0,3.0,1.0,1,2031-09-02,708,19055,37
9056,2,5.0,2.5,1.0,1,2032-12-24,1727,19056,10
9057,2,6.0,3.0,1.0,1,2031-12-12,9562,19057,18
9058,3,18.0,6.0,2.0,1,2030-01-12,362,19058,9
9059,1,7.0,7.0,2.5,1,2030-03-18,1893,19059,24
9060,2,6.0,3.0,1.0,1,2030-07-25,9565,19060,14
9061,2,8.0,4.0,1.5,1,2031-06-11,3496,19061,13
9062,2,6.0,3.0,1.0,1,2031-01-27,3852,19062,37
9063,2,13.0,6.5,2.5,1,2032-06-03,4787,19063,21
9064,1,4.0,4.0,1.5,1,2031-02-23,4528,19064,13
9065,3,6.0,2.0,0.5,1,2031-03-22,9304,19065,36
9066,3,12.0,4.0,1.5,1,2032-04-11,7312,19066,32
9067,2,11.0,5.5,2.0,1,2032-06-30,2752,19067,39
9068,2,6.0,3.0,1.0,1,2032-10-12,9865,19068,14
9069,2,12.0,6.0,2.0,1,2031-12-30,3931,19069,3
9070,2,10.0,5.0,2.0,1,2031-09-21,3886,19070,22
9071,2,13.0,6.5,2.5,1,2030-05-06,4631,19071,28
9072,3,6.0,2.0,0.5,1,2030-04-07,6632,19072,6
9073,3,18.0,6.0,2.0,1,2030-06-07,9912,19073,8
9074,1,4.5,4.5,1.5,1,2033-01-02,9594,19074,1
9075,3,9.0,3.0,1.0,1,2031-02-19,9544,19075,18
9076,3,13.5,4.5,1.5,1,2031-07-08,5092,19076,31
9077,2,13.0,6.5,2.5,1,2032-11-21,5985,19077,34
9078,1,6.0,6.0,2.0,1,2031-12-02,3006,19078,19
9079,2,14.0,7.0,2.5,1,2032-01-28,3447,19079,24
9080,2,9.0,4.5,1.5,1,2031-05-19,5624,19080,1
9081,2,5.0,2.5,1.0,1,2032-07-28,4462,19081,30
9082,2,6.0,3.0,1.0,1,2030-08-04,9691,19082,5
9083,3,9.0,3.0,1.0,1,2031-04-10,4086,19083,14
9084,3,12.0,4.0,1.5,1,2032-08-20,2430,19084,13
9085,2,12.0,6.0,2.0,1,2030-04-18,7638,19085,9
9086,1,5.5,5.5,2.0,1,2030-02-26,2642,19086,39
9087,1,5.5,5.5,2.0,1,2032-12-15,4923,19087,25
9088,3,9.0,3.0,1.0,1,2031-09-03,3817,19088,18
9089,1,5.5,5.5,2.0,1,2030-03-04,2900,19089,25
9090,2,4.0,2.0,0.5,1,2030-08-04,3123,19090,40
9091,3,9.0,3.0,1.0,1,2031-01-04,7682,19091,5
9092,1,5.5,5.5,2.0,1,2031-03-05,5132,19092,39
9093,3,19.5,6.5,2.5,1,2032-10-19,1088,19093,27
9094,2,12.0,6.0,2.0,1,2032-08-28,6294,19094,9
9095,2,13.0,6.5,2.5,1,2030-01-20,6999,19095,27
9096,1,6.5,6.5,2.5,1,2030-01-12,1237,19096,35
9097,3,19.5,6.5,2.5,1,2032-01-05,7186,19097,35
9098,2,12.0,6.0,2.0,1,2030-01-25,952,19098,8
9099,2,13.0,6.5,2.5,1,2031-04-01,7163,19099,34
9100,1,2.0,2.0,0.5,1,2030-02-20,9438,19100,23
9101,3,7.5,2.5,1.0,1,2030-07-29,4519,19101,16
9102,1,2.5,2.5,1.0,1,2031-04-10,9842,19102,10
9103,2,11.0,5.5,2.0,1,2031-02-28,1563,19103,12
9104,3,6.0,2.0,0.5,1,2031-03-09,6101,19104,23
9105,3,18.0,6.0,2.0,1,2032-10-25,6506,19105,19
9106,1,2.0,2.0,0.5,1,2032-10-27,4274,19106,26
9107,1,2.5,2.5,1.0,1,2032-09-03,1030,19107,10
9108,2,4.0,2.0,0.5,1,2030-01-13,6678,19108,6
9109,1,6.5,6.5,2.5,1,2032-02-05,7753,19109,21
9110,1,6.5,6.5,2.5,1,2031-03-14,4374,19110,35
9111,1,5.5,5.5,2.0,1,2030-03-16,9938,19111,12
9112,2,4.0,2.0,0.5,1,2030-08-15,1127,19112,2
9113,2,13.0,6.5,2.5,1,2030-11-21,6593,19113,15
9114,3,13.5,4.5,1.5,1,2030-12-23,1875,19114,1
9115,2,4.0,2.0,0.5,1,2031-08-21,9403,19115,38
9116,1,5.5,5.5,2.0,1,2031-11-08,237,19116,4
9117,3,12.0,4.0,1.5,1,2032-07-18,7416,19117,32
9118,2,10.0,5.0,2.0,1,2030-07-25,3355,19118,22
9119,2,13.0,6.5,2.5,1,2031-10-28,301,19119,28
9120,2,12.0,6.0,2.0,1,2032-01-07,8175,19120,9
9121,1,2.0,2.0,0.5,1,2032-09-04,6663,19121,2
9122,1,2.5,2.5,1.0,1,2032-08-29,9852,19122,30
9123,2,6.0,3.0,1.0,1,2032-09-27,8834,19123,18
9124,2,5.0,2.5,1.0,1,2030-07-21,9808,19124,10
9125,3,18.0,6.0,2.0,1,2032-10-12,992,19125,8
9126,1,5.5,5.5,2.0,1,2030-05-04,3592,19126,17
9127,3,16.5,5.5,2.0,1,2032-05-20,9614,19127,4
9128,1,2.5,2.5,1.0,1,2030-06-19,2621,19128,16
9129,3,15.0,5.0,2.0,1,2032-10-04,1740,19129,7
9130,3,19.5,6.5,2.5,1,2030-02-19,1551,19130,33
9131,2,6.0,3.0,1.0,1,2032-05-22,1498,19131,20
9132,1,2.0,2.0,0.5,1,2031-05-15,9763,19132,26
9133,1,2.0,2.0,0.5,1,2032-01-12,6579,19133,40
9134,2,11.0,5.5,2.0,1,2031-10-02,488,19134,25
9135,2,4.0,2.0,0.5,1,2032-08-10,4235,19135,26
9136,1,2.0,2.0,0.5,1,2030-11-06,9026,19136,38
9137,2,6.0,3.0,1.0,1,2032-06-19,6893,19137,37
9138,2,12.0,6.0,2.0,1,2030-05-13,3052,19138,19
9139,3,19.5,6.5,2.5,1,2030-03-11,4231,19139,35
9140,3,9.0,3.0,1.0,1,2030-01-06,2184,19140,5
9141,2,4.0,2.0,0.5,1,2032-06-08,3423,19141,6
9142,3,12.0,4.0,1.5,1,2030-09-12,6977,19142,13
9143,2,11.0,5.5,2.0,1,2030-05-16,22,19143,4
9144,3,13.5,4.5,1.5,1,2032-07-18,591,19144,1
9145,2,12.0,6.0,2.0,1,2032-01-14,792,19145,8
9146,3,13.5,4.5,1.5,1,2031-12-05,5145,19146,31
9147,1,5.5,5.5,2.0,1,2030-04-11,4227,19147,25
9148,2,13.0,6.5,2.5,1,2030-03-13,1338,19148,28
9149,3,19.5,6.5,2.5,1,2030-11-24,9395,19149,15
9150,1,2.0,2.0,0.5,1,2032-11-01,6493,19150,38
9151,1,6.0,6.0,2.0,1,2032-05-09,6576,19151,9
9152,1,5.5,5.5,2.0,1,2032-12-29,2704,19152,4
9153,1,6.0,6.0,2.0,1,2032-03-08,2916,19153,8
9154,1,2.0,2.0,0.5,1,2030-07-13,6606,19154,23
9155,2,9.0,4.5,1.5,1,2030-01-25,5073,19155,1
9156,2,12.0,6.0,2.0,1,2031-04-01,8708,19156,9
9157,2,9.0,4.5,1.5,1,2030-01-12,9487,19157,1
9158,1,4.5,4.5,1.5,1,2031-11-15,54,19158,1
9159,1,2.0,2.0,0.5,1,2030-09-24,4115,19159,26
9160,1,4.5,4.5,1.5,1,2031-08-17,9489,19160,31
9161,3,6.0,2.0,0.5,1,2031-04-02,8900,19161,2
9162,3,16.5,5.5,2.0,1,2032-05-19,7720,19162,4
9163,3,18.0,6.0,2.0,1,2030-03-26,2392,19163,9
9164,1,2.0,2.0,0.5,1,2032-06-01,1117,19164,36
9165,1,4.5,4.5,1.5,1,2030-02-03,9985,19165,1
9166,1,5.5,5.5,2.0,1,2031-10-29,8938,19166,4
9167,3,18.0,6.0,2.0,1,2031-06-19,6148,19167,8
9168,1,5.5,5.5,2.0,1,2030-10-19,9670,19168,12
9169,3,13.5,4.5,1.5,1,2032-06-02,7272,19169,31
9170,1,5.5,5.5,2.0,1,2032-01-02,6867,19170,4
9171,2,12.0,6.0,2.0,1,2030-02-06,8536,19171,9
9172,1,3.0,3.0,1.0,1,2032-10-28,1064,19172,20
9173,2,4.0,2.0,0.5,1,2030-11-29,8535,19173,26
9174,2,4.0,2.0,0.5,1,2032-05-24,4728,19174,23
9175,3,6.0,2.0,0.5,1,2031-01-06,2960,19175,40
9176,3,18.0,6.0,2.0,1,2032-07-01,7697,19176,3
9177,3,19.5,6.5,2.5,1,2031-11-30,7053,19177,21
9178,3,15.0,5.0,2.0,1,2032-08-07,8697,19178,22
9179,2,4.0,2.0,0.5,1,2030-04-21,7327,19179,23
9180,3,15.0,5.0,2.0,1,2032-02-03,4652,19180,7
9181,3,9.0,3.0,1.0,1,2032-04-01,9232,19181,5
9182,3,6.0,2.0,0.5,1,2032-04-28,357,19182,36
9183,1,3.5,3.5,1.0,1,2032-04-04,2429,19183,29
9184,1,3.0,3.0,1.0,1,2030-05-29,4308,19184,5
9185,3,6.0,2.0,0.5,1,2030-09-26,9608,19185,40
9186,1,7.0,7.0,2.5,1,2032-02-13,7010,19186,24
9187,1,4.5,4.5,1.5,1,2031-12-24,185,19187,1
9188,1,5.0,5.0,2.0,1,2031-04-13,8325,19188,7
9189,1,2.0,2.0,0.5,1,2032-01-28,3900,19189,2
9190,2,9.0,4.5,1.5,1,2032-05-11,6429,19190,31
9191,3,16.5,5.5,2.0,1,2032-05-01,1372,19191,39
9192,2,6.0,3.0,1.0,1,2032-09-26,6573,19192,20
9193,3,18.0,6.0,2.0,1,2030-12-31,2318,19193,3
9194,2,4.0,2.0,0.5,1,2030-06-30,1801,19194,36
9195,3,9.0,3.0,1.0,1,2031-03-28,3292,19195,5
9196,1,4.5,4.5,1.5,1,2030-10-24,8004,19196,1
9197,2,12.0,6.0,2.0,1,2031-02-17,3694,19197,19
9198,2,15.0,7.5,3.0,1,2030-11-09,1507,19198,11
9199,2,8.0,4.0,1.5,1,2030-03-29,2809,19199,32
9200,1,6.5,6.5,2.5,1,2032-04-24,1382,19200,27
9201,1,6.0,6.0,2.0,1,2032-11-23,9560,19201,3
9202,1,6.5,6.5,2.5,1,2031-04-30,7233,19202,34
9203,2,6.0,3.0,1.0,1,2032-01-26,1790,19203,20
9204,1,6.5,6.5,2.5,1,2030-02-11,1667,19204,21
9205,2,4.0,2.0,0.5,1,2031-08-11,5670,19205,23
9206,2,5.0,2.5,1.0,1,2031-07-12,8413,19206,16
9207,1,2.0,2.0,0.5,1,2032-08-15,272,19207,2
9208,2,13.0,6.5,2.5,1,2030-07-04,7175,19208,15
9209,3,19.5,6.5,2.5,1,2030-02-09,3387,19209,21
9210,1,5.5,5.5,2.0,1,2031-10-06,1959,19210,17
9211,3,9.0,3.0,1.0,1,2032-10-03,2764,19211,37
9212,1,6.5,6.5,2.5,1,2031-06-15,4918,19212,28
9213,2,6.0,3.0,1.0,1,2032-05-23,3843,19213,20
9214,3,12.0,4.0,1.5,1,2031-04-01,5405,19214,13
9215,2,6.0,3.0,1.0,1,2031-12-15,6947,19215,18
9216,2,11.0,5.5,2.0,1,2032-10-02,594,19216,17
9217,1,2.5,2.5,1.0,1,2030-01-17,751,19217,16
9218,1,7.0,7.0,2.5,1,2032-06-22,3219,19218,24
9219,3,9.0,3.0,1.0,1,2032-11-07,1417,19219,5
9220,1,5.5,5.5,2.0,1,2030-09-27,1819,19220,39
9221,2,13.0,6.5,2.5,1,2031-02-13,6688,19221,35
9222,1,2.0,2.0,0.5,1,2032-01-21,9797,19222,26
9223,1,2.5,2.5,1.0,1,2032-02-06,2577,19223,30
9224,3,6.0,2.0,0.5,1,2032-10-30,3809,19224,2
9225,1,3.5,3.5,1.0,1,2031-11-11,8896,19225,29
9226,2,12.0,6.0,2.0,1,2031-07-30,8335,19226,9
9227,3,22.5,7.5,3.0,1,2031-11-04,6852,19227,11
9228,2,6.0,3.0,1.0,1,2030-12-03,5713,19228,18
9229,1,3.0,3.0,1.0,1,2032-03-13,3280,19229,37
9230,3,9.0,3.0,1.0,1,2032-03-28,3628,19230,37
9231,3,6.0,2.0,0.5,1,2032-02-03,5220,19231,2
9232,2,11.0,5.5,2.0,1,2030-08-30,1655,19232,25
9233,1,3.0,3.0,1.0,1,2032-10-24,5061,19233,5
9234,1,6.5,6.5,2.5,1,2032-07-11,7991,19234,28
9235,3,13.5,4.5,1.5,1,2032-06-29,5030,19235,31
9236,3,19.5,6.5,2.5,1,2030-09-24,9660,19236,35
9237,3,18.0,6.0,2.0,1,2031-08-11,8957,19237,9
9238,1,7.5,7.5,3.0,1,2031-08-16,6516,19238,11
9239,3,7.5,2.5,1.0,1,2030-09-10,2787,19239,30
9240,2,13.0,6.5,2.5,1,2032-12-16,3436,19240,34
9241,2,4.0,2.0,0.5,1,2030-11-28,1163,19241,26
9242,2,4.0,2.0,0.5,1,2031-10-04,5928,19242,2
9243,2,6.0,3.0,1.0,1,2032-07-19,6459,19243,37
9244,3,9.0,3.0,1.0,1,2030-11-13,6989,19244,14
9245,2,5.0,2.5,1.0,1,2031-02-06,6857,19245,16
9246,3,9.0,3.0,1.0,1,2031-08-24,2415,19246,14
9247,1,7.0,7.0,2.5,1,2030-07-06,831,19247,24
9248,1,5.0,5.0,2.0,1,2031-06-08,3418,19248,7
9249,2,4.0,2.0,0.5,1,2031-01-20,8333,19249,40
9250,2,6.0,3.0,1.0,1,2031-02-08,3996,19250,14
9251,3,18.0,6.0,2.0,1,2032-02-15,3343,19251,19
9252,1,4.0,4.0,1.5,1,2030-01-19,9293,19252,13
9253,2,11.0,5.5,2.0,1,2032-11-20,2462,19253,39
9254,2,5.0,2.5,1.0,1,2030-01-04,5993,19254,16
9255,1,3.5,3.5,1.0,1,2032-02-06,8156,19255,29
9256,1,3.0,3.0,1.0,1,2030-12-17,6996,19256,20
9257,2,8.0,4.0,1.5,1,2032-08-03,1964,19257,32
9258,2,4.0,2.0,0.5,1,2032-09-12,8446,19258,6
9259,3,6.0,2.0,0.5,1,2031-06-02,1793,19259,26
9260,1,6.0,6.0,2.0,1,2032-05-18,2352,19260,3
9261,3,13.5,4.5,1.5,1,2030-08-02,8923,19261,31
9262,3,16.5,5.5,2.0,1,2030-08-12,4342,19262,4
9263,2,15.0,7.5,3.0,1,2032-01-12,6579,19263,11
9264,3,6.0,2.0,0.5,1,2031-09-27,2078,19264,26
9265,2,4.0,2.0,0.5,1,2031-09-17,7083,19265,40
9266,3,16.5,5.5,2.0,1,2031-05-31,8016,19266,25
9267,2,4.0,2.0,0.5,1,2030-03-20,6706,19267,40
9268,2,7.0,3.5,1.0,1,2030-07-04,9129,19268,29
9269,1,3.0,3.0,1.0,1,2032-02-16,3928,19269,20
9270,1,6.0,6.0,2.0,1,2030-06-25,4657,19270,3
9271,1,2.0,2.0,0.5,1,2030-04-23,9421,19271,36
9272,3,6.0,2.0,0.5,1,2030-10-14,1098,19272,6
9273,2,13.0,6.5,2.5,1,2032-08-08,2495,19273,33
9274,1,4.5,4.5,1.5,1,2030-03-01,2406,19274,1
9275,1,2.0,2.0,0.5,1,2030-02-08,2722,19275,23
9276,2,4.0,2.0,0.5,1,2032-07-03,4598,19276,40
9277,3,7.5,2.5,1.0,1,2032-10-16,1155,19277,10
9278,1,2.0,2.0,0.5,1,2030-05-31,7350,19278,2
9279,2,4.0,2.0,0.5,1,2030-11-17,1049,19279,6
9280,1,5.5,5.5,2.0,1,2031-07-18,3148,19280,12
9281,3,19.5,6.5,2.5,1,2030-10-19,4857,19281,35
9282,3,19.5,6.5,2.5,1,2031-12-09,2235,19282,33
9283,2,8.0,4.0,1.5,1,2030-03-15,7129,19283,13
9284,1,6.5,6.5,2.5,1,2030-09-16,686,19284,34
9285,2,6.0,3.0,1.0,1,2030-09-11,5680,19285,5
9286,1,3.0,3.0,1.0,1,2031-04-23,672,19286,14
9287,1,5.5,5.5,2.0,1,2032-01-24,5363,19287,25
